country_group,category,n,pct,N
Germany,Always,8,6.9,116
Germany,Sometimes,36,31.0,116
Germany,Never,72,62.1,116
Netherlands,Always,1,2.9,34
Netherlands,Sometimes,9,26.5,34
Netherlands,Never,24,70.6,34
United Kingdom,Always,11,14.1,78
United Kingdom,Sometimes,21,26.9,78
United Kingdom,Never,46,59.0,78
United States,Always,2,3.8,52
United States,Sometimes,18,34.6,52
United States,Never,32,61.5,52
