country_group,category,n,pct,N
Germany,False,149,76.4,195
Germany,True,46,23.6,195
Netherlands,False,28,59.6,47
Netherlands,True,19,40.4,47
United Kingdom,False,89,73.0,122
United Kingdom,True,33,27.0,122
United States,False,71,82.6,86
United States,True,15,17.4,86
