age_group,category,n,pct,N
Under 35,False,45,77.6,58
Under 35,True,13,22.4,58
35-44,False,56,82.4,68
35-44,True,12,17.6,68
45-54,False,17,58.6,29
45-54,True,12,41.4,29
55+,False,11,91.7,12
55+,True,1,8.3,12
