country_group,category,n,pct,N
Germany,False,172,83.9,205
Germany,True,33,16.1,205
Netherlands,False,45,90.0,50
Netherlands,True,5,10.0,50
United Kingdom,False,100,80.6,124
United Kingdom,True,24,19.4,124
United States,False,75,82.4,91
United States,True,16,17.6,91
