country_group,category,n,pct,N
Germany,False,111,56.1,198
Germany,True,87,43.9,198
Netherlands,True,26,52.0,50
Netherlands,False,24,48.0,50
United Kingdom,True,71,56.8,125
United Kingdom,False,54,43.2,125
United States,True,53,57.6,92
United States,False,39,42.4,92
