country_group,category,n,pct,N
Netherlands,True,31,66.0,47
Netherlands,False,16,34.0,47
United Kingdom,True,78,61.4,127
United Kingdom,False,49,38.6,127
United States,True,72,77.4,93
United States,False,21,22.6,93
