age_group,category,n,pct,N
Under 35,Full Time,53,75.7,70
Under 35,Part-time,15,21.4,70
Under 35,Prefer not to say,2,2.9,70
35-44,Full Time,65,79.3,82
35-44,Part-time,17,20.7,82
45-54,Full Time,33,89.2,37
45-54,Part-time,4,10.8,37
55+,Full Time,12,85.7,14
55+,Part-time,2,14.3,14
