country_group,category,n,pct,N
Germany,Full Time,165,80.1,206
Germany,Part-time,39,18.9,206
Germany,Prefer not to say,2,1.0,206
Netherlands,Full Time,39,78.0,50
Netherlands,Part-time,11,22.0,50
United Kingdom,Full Time,113,89.0,127
United Kingdom,Part-time,13,10.2,127
United Kingdom,Prefer not to say,1,0.8,127
United States,Full Time,85,91.4,93
United States,Part-time,7,7.5,93
United States,Prefer not to say,1,1.1,93
