country_group,category,n,pct,N
Netherlands,True,8,100.0,8
Netherlands,False,0,0.0,8
United Kingdom,True,28,60.9,46
United Kingdom,False,18,39.1,46
United States,False,9,56.2,16
United States,True,7,43.8,16
